continent,iso_code,location,year,month,weekday,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,reproduction_rate,stringency_index,gdp_percentage_change
Europe,FIN,Finland,2020,2,3,2020-02-27,2.0,0.0,,,0.361,0.0,,,,19.44,
Europe,FIN,Finland,2020,2,4,2020-02-28,2.0,0.0,,,0.361,0.0,,,,19.44,
Europe,FIN,Finland,2020,2,5,2020-02-29,3.0,1.0,,,0.541,0.18,,,,19.44,
Europe,FIN,Finland,2020,3,6,2020-03-01,6.0,3.0,,,1.083,0.541,,,,19.44,
Europe,FIN,Finland,2020,3,0,2020-03-02,6.0,0.0,,,1.083,0.0,,,,19.44,
Europe,FIN,Finland,2020,3,1,2020-03-03,6.0,0.0,,,1.083,0.0,,,,19.44,
Europe,FIN,Finland,2020,3,2,2020-03-04,6.0,0.0,,,1.083,0.0,,,,19.44,
Europe,FIN,Finland,2020,3,3,2020-03-05,12.0,6.0,,,2.166,1.083,,,,19.44,
Europe,FIN,Finland,2020,3,4,2020-03-06,15.0,3.0,,,2.707,0.541,,,,19.44,
Europe,FIN,Finland,2020,3,5,2020-03-07,15.0,0.0,,,2.707,0.0,,,,19.44,
Europe,FIN,Finland,2020,3,6,2020-03-08,23.0,8.0,,,4.151,1.444,,,,19.44,
Europe,FIN,Finland,2020,3,0,2020-03-09,30.0,7.0,,,5.414,1.263,,,,19.44,
Europe,FIN,Finland,2020,3,1,2020-03-10,40.0,10.0,,,7.219,1.805,,,,19.44,
Europe,FIN,Finland,2020,3,2,2020-03-11,59.0,19.0,,,10.648,3.429,,,,19.44,
Europe,FIN,Finland,2020,3,3,2020-03-12,59.0,0.0,,,10.648,0.0,,,,37.04,
Europe,FIN,Finland,2020,3,4,2020-03-13,155.0,96.0,,,27.975,17.326,,,,37.04,
Europe,FIN,Finland,2020,3,5,2020-03-14,225.0,70.0,,,40.608,12.634,,,1.53,37.04,
Europe,FIN,Finland,2020,3,6,2020-03-15,244.0,19.0,,,44.038,3.429,,,1.51,37.04,
Europe,FIN,Finland,2020,3,0,2020-03-16,277.0,33.0,,,49.994,5.956,,,1.51,57.41,
Europe,FIN,Finland,2020,3,1,2020-03-17,321.0,44.0,,,57.935,7.941,,,1.5,57.41,
Europe,FIN,Finland,2020,3,2,2020-03-18,336.0,15.0,,,60.642,2.707,,,1.5,64.81,
Europe,FIN,Finland,2020,3,3,2020-03-19,400.0,64.0,,,72.193,11.551,,,1.5,64.81,
Europe,FIN,Finland,2020,3,4,2020-03-20,450.0,50.0,,,81.217,9.024,,,1.5,64.81,
Europe,FIN,Finland,2020,3,5,2020-03-21,523.0,73.0,1.0,1.0,94.392,13.175,0.18,0.18,1.5,64.81,
Europe,FIN,Finland,2020,3,6,2020-03-22,626.0,103.0,1.0,0.0,112.982,18.59,0.18,0.0,1.49,64.81,
Europe,FIN,Finland,2020,3,0,2020-03-23,700.0,74.0,1.0,0.0,126.337,13.356,0.18,0.0,1.48,64.81,
Europe,FIN,Finland,2020,3,1,2020-03-24,792.0,92.0,1.0,0.0,142.942,16.604,0.18,0.0,1.46,64.81,
Europe,FIN,Finland,2020,3,2,2020-03-25,880.0,88.0,3.0,2.0,158.824,15.882,0.541,0.361,1.44,64.81,
Europe,FIN,Finland,2020,3,3,2020-03-26,958.0,78.0,5.0,2.0,172.902,14.078,0.902,0.361,1.42,64.81,
Europe,FIN,Finland,2020,3,4,2020-03-27,1041.0,83.0,7.0,2.0,187.882,14.98,1.263,0.361,1.4,67.59,
Europe,FIN,Finland,2020,3,5,2020-03-28,1167.0,126.0,9.0,2.0,210.623,22.741,1.624,0.361,1.39,67.59,
Europe,FIN,Finland,2020,3,6,2020-03-29,1240.0,73.0,11.0,2.0,223.798,13.175,1.985,0.361,1.37,67.59,
Europe,FIN,Finland,2020,3,0,2020-03-30,1352.0,112.0,13.0,2.0,244.012,20.214,2.346,0.361,1.35,67.59,
Europe,FIN,Finland,2020,3,1,2020-03-31,1418.0,66.0,17.0,4.0,255.924,11.912,3.068,0.722,1.34,67.59,
Europe,FIN,Finland,2020,4,2,2020-04-01,1446.0,28.0,17.0,0.0,260.977,5.053,3.068,0.0,1.32,67.59,
Europe,FIN,Finland,2020,4,3,2020-04-02,1518.0,72.0,19.0,2.0,273.972,12.995,3.429,0.361,1.32,67.59,
Europe,FIN,Finland,2020,4,4,2020-04-03,1615.0,97.0,20.0,1.0,291.478,17.507,3.61,0.18,1.32,67.59,
Europe,FIN,Finland,2020,4,5,2020-04-04,1882.0,267.0,25.0,5.0,339.667,48.189,4.512,0.902,1.32,67.59,
Europe,FIN,Finland,2020,4,6,2020-04-05,1927.0,45.0,28.0,3.0,347.789,8.122,5.053,0.541,1.3,67.59,
Europe,FIN,Finland,2020,4,0,2020-04-06,2176.0,249.0,27.0,-1.0,392.729,44.94,4.873,-0.18,1.29,67.59,
Europe,FIN,Finland,2020,4,1,2020-04-07,2308.0,132.0,34.0,7.0,416.553,23.824,6.136,1.263,1.26,67.59,
Europe,FIN,Finland,2020,4,2,2020-04-08,2487.0,179.0,40.0,6.0,448.859,32.306,7.219,1.083,1.24,67.59,
Europe,FIN,Finland,2020,4,3,2020-04-09,2605.0,118.0,42.0,2.0,470.156,21.297,7.58,0.361,1.21,67.59,
Europe,FIN,Finland,2020,4,4,2020-04-10,2769.0,164.0,48.0,6.0,499.755,29.599,8.663,1.083,1.19,67.59,
Europe,FIN,Finland,2020,4,5,2020-04-11,2905.0,136.0,49.0,1.0,524.3,24.546,8.844,0.18,1.16,67.59,
Europe,FIN,Finland,2020,4,6,2020-04-12,2974.0,69.0,56.0,7.0,536.754,12.453,10.107,1.263,1.14,67.59,
Europe,FIN,Finland,2020,4,0,2020-04-13,3064.0,90.0,59.0,3.0,552.997,16.243,10.648,0.541,1.12,67.59,
Europe,FIN,Finland,2020,4,1,2020-04-14,3161.0,97.0,64.0,5.0,570.504,17.507,11.551,0.902,1.1,62.96,
Europe,FIN,Finland,2020,4,2,2020-04-15,3237.0,76.0,72.0,8.0,584.22,13.717,12.995,1.444,1.09,62.96,
Europe,FIN,Finland,2020,4,3,2020-04-16,3369.0,132.0,75.0,3.0,608.044,23.824,13.536,0.541,1.08,62.96,
Europe,FIN,Finland,2020,4,4,2020-04-17,3489.0,120.0,82.0,7.0,629.702,21.658,14.8,1.263,1.07,62.96,
Europe,FIN,Finland,2020,4,5,2020-04-18,3681.0,192.0,90.0,8.0,664.354,34.653,16.243,1.444,1.06,62.96,
Europe,FIN,Finland,2020,4,6,2020-04-19,3783.0,102.0,94.0,4.0,682.763,18.409,16.965,0.722,1.05,62.96,
Europe,FIN,Finland,2020,4,0,2020-04-20,3868.0,85.0,98.0,4.0,698.104,15.341,17.687,0.722,1.04,60.19,
Europe,FIN,Finland,2020,4,1,2020-04-21,4014.0,146.0,141.0,43.0,724.455,26.35,25.448,7.761,1.03,60.19,
Europe,FIN,Finland,2020,4,2,2020-04-22,4129.0,115.0,149.0,8.0,745.21,20.755,26.892,1.444,1.01,60.19,
Europe,FIN,Finland,2020,4,3,2020-04-23,4284.0,155.0,172.0,23.0,773.185,27.975,31.043,4.151,1.0,60.19,
Europe,FIN,Finland,2020,4,4,2020-04-24,4395.0,111.0,177.0,5.0,793.218,20.034,31.945,0.902,0.99,60.19,
Europe,FIN,Finland,2020,4,5,2020-04-25,4475.0,80.0,186.0,9.0,807.657,14.439,33.57,1.624,0.98,60.19,
Europe,FIN,Finland,2020,4,6,2020-04-26,4576.0,101.0,190.0,4.0,825.886,18.229,34.292,0.722,0.97,60.19,
Europe,FIN,Finland,2020,4,0,2020-04-27,4695.0,119.0,193.0,3.0,847.363,21.477,34.833,0.541,0.96,60.19,
Europe,FIN,Finland,2020,4,1,2020-04-28,4740.0,45.0,199.0,6.0,855.485,8.122,35.916,1.083,0.95,60.19,
Europe,FIN,Finland,2020,4,2,2020-04-29,4906.0,166.0,206.0,7.0,885.445,29.96,37.179,1.263,0.94,60.19,
Europe,FIN,Finland,2020,4,3,2020-04-30,4995.0,89.0,211.0,5.0,901.508,16.063,38.082,0.902,0.93,60.19,
Europe,FIN,Finland,2020,5,4,2020-05-01,5051.0,56.0,218.0,7.0,911.615,10.107,39.345,1.263,0.92,60.19,
Europe,FIN,Finland,2020,5,5,2020-05-02,5176.0,125.0,220.0,2.0,934.175,22.56,39.706,0.361,0.92,60.19,
Europe,FIN,Finland,2020,5,6,2020-05-03,5254.0,78.0,230.0,10.0,948.253,14.078,41.511,1.805,0.91,60.19,
Europe,FIN,Finland,2020,5,0,2020-05-04,5327.0,73.0,240.0,10.0,961.428,13.175,43.316,1.805,0.9,60.19,
Europe,FIN,Finland,2020,5,1,2020-05-05,5412.0,85.0,246.0,6.0,976.769,15.341,44.399,1.083,0.89,60.19,
Europe,FIN,Finland,2020,5,2,2020-05-06,5573.0,161.0,252.0,6.0,1005.826,29.058,45.481,1.083,0.89,60.19,
Europe,FIN,Finland,2020,5,3,2020-05-07,5673.0,100.0,255.0,3.0,1023.875,18.048,46.023,0.541,0.88,60.19,
Europe,FIN,Finland,2020,5,4,2020-05-08,5738.0,65.0,260.0,5.0,1035.606,11.731,46.925,0.902,0.86,60.19,
Europe,FIN,Finland,2020,5,5,2020-05-09,5880.0,142.0,265.0,5.0,1061.234,25.628,47.828,0.902,0.85,60.19,
Europe,FIN,Finland,2020,5,6,2020-05-10,5962.0,82.0,267.0,2.0,1076.034,14.8,48.189,0.361,0.84,60.19,
Europe,FIN,Finland,2020,5,0,2020-05-11,5984.0,22.0,271.0,4.0,1080.004,3.971,48.911,0.722,0.82,60.19,
Europe,FIN,Finland,2020,5,1,2020-05-12,6003.0,19.0,275.0,4.0,1083.434,3.429,49.633,0.722,0.81,60.19,
Europe,FIN,Finland,2020,5,2,2020-05-13,6054.0,51.0,284.0,9.0,1092.638,9.205,51.257,1.624,0.8,60.19,
Europe,FIN,Finland,2020,5,3,2020-05-14,6145.0,91.0,287.0,3.0,1109.062,16.424,51.798,0.541,0.8,53.7,
Europe,FIN,Finland,2020,5,4,2020-05-15,6228.0,83.0,293.0,6.0,1124.042,14.98,52.881,1.083,0.79,53.7,
Europe,FIN,Finland,2020,5,5,2020-05-16,6286.0,58.0,297.0,4.0,1134.51,10.468,53.603,0.722,0.78,53.7,
Europe,FIN,Finland,2020,5,6,2020-05-17,6347.0,61.0,298.0,1.0,1145.519,11.009,53.784,0.18,0.77,53.7,
Europe,FIN,Finland,2020,5,0,2020-05-18,6380.0,33.0,300.0,2.0,1151.475,5.956,54.145,0.361,0.76,53.7,
Europe,FIN,Finland,2020,5,1,2020-05-19,6399.0,19.0,301.0,1.0,1154.904,3.429,54.325,0.18,0.75,53.7,
Europe,FIN,Finland,2020,5,2,2020-05-20,6443.0,44.0,304.0,3.0,1162.846,7.941,54.867,0.541,0.75,53.7,
Europe,FIN,Finland,2020,5,3,2020-05-21,6493.0,50.0,306.0,2.0,1171.87,9.024,55.227,0.361,0.75,53.7,
Europe,FIN,Finland,2020,5,4,2020-05-22,6537.0,44.0,306.0,0.0,1179.811,7.941,55.227,0.0,0.75,53.7,
Europe,FIN,Finland,2020,5,5,2020-05-23,6568.0,31.0,306.0,0.0,1185.406,5.595,55.227,0.0,0.74,53.7,
Europe,FIN,Finland,2020,5,6,2020-05-24,6579.0,11.0,307.0,1.0,1187.391,1.985,55.408,0.18,0.74,53.7,
Europe,FIN,Finland,2020,5,0,2020-05-25,6599.0,20.0,308.0,1.0,1191.001,3.61,55.588,0.18,0.74,53.7,
Europe,FIN,Finland,2020,5,1,2020-05-26,6628.0,29.0,312.0,4.0,1196.235,5.234,56.31,0.722,0.75,53.7,
Europe,FIN,Finland,2020,5,2,2020-05-27,6692.0,64.0,313.0,1.0,1207.786,11.551,56.491,0.18,0.75,53.7,
Europe,FIN,Finland,2020,5,3,2020-05-28,6743.0,51.0,313.0,0.0,1216.99,9.205,56.491,0.0,0.75,53.7,
Europe,FIN,Finland,2020,5,4,2020-05-29,6776.0,33.0,314.0,1.0,1222.946,5.956,56.671,0.18,0.75,48.15,
Europe,FIN,Finland,2020,5,5,2020-05-30,6826.0,50.0,316.0,2.0,1231.97,9.024,57.032,0.361,0.74,48.15,
Europe,FIN,Finland,2020,5,6,2020-05-31,6859.0,33.0,320.0,4.0,1237.926,5.956,57.754,0.722,0.73,48.15,
Europe,FIN,Finland,2020,6,0,2020-06-01,6885.0,26.0,318.0,-2.0,1242.619,4.693,57.393,-0.361,0.72,44.44,
Europe,FIN,Finland,2020,6,1,2020-06-02,6887.0,2.0,320.0,2.0,1242.98,0.361,57.754,0.361,0.71,44.44,
Europe,FIN,Finland,2020,6,2,2020-06-03,6911.0,24.0,321.0,1.0,1247.311,4.332,57.935,0.18,0.71,44.44,
Europe,FIN,Finland,2020,6,3,2020-06-04,6911.0,0.0,322.0,1.0,1247.311,0.0,58.115,0.18,0.7,44.44,
Europe,FIN,Finland,2020,6,4,2020-06-05,6941.0,30.0,322.0,0.0,1252.726,5.414,58.115,0.0,0.71,44.44,
Europe,FIN,Finland,2020,6,5,2020-06-06,6964.0,23.0,322.0,0.0,1256.877,4.151,58.115,0.0,0.71,44.44,
Europe,FIN,Finland,2020,6,6,2020-06-07,6981.0,17.0,323.0,1.0,1259.945,3.068,58.296,0.18,0.71,44.44,
Europe,FIN,Finland,2020,6,0,2020-06-08,7001.0,20.0,323.0,0.0,1263.555,3.61,58.296,0.0,0.71,44.44,
Europe,FIN,Finland,2020,6,1,2020-06-09,7025.0,24.0,324.0,1.0,1267.886,4.332,58.476,0.18,0.71,44.44,
Europe,FIN,Finland,2020,6,2,2020-06-10,7040.0,15.0,324.0,0.0,1270.593,2.707,58.476,0.0,0.7,44.44,
Europe,FIN,Finland,2020,6,3,2020-06-11,7064.0,24.0,325.0,1.0,1274.925,4.332,58.657,0.18,0.7,44.44,
Europe,FIN,Finland,2020,6,4,2020-06-12,7073.0,9.0,325.0,0.0,1276.549,1.624,58.657,0.0,0.7,44.44,
Europe,FIN,Finland,2020,6,5,2020-06-13,7087.0,14.0,325.0,0.0,1279.076,2.527,58.657,0.0,0.69,44.44,
Europe,FIN,Finland,2020,6,6,2020-06-14,7104.0,17.0,326.0,1.0,1282.144,3.068,58.837,0.18,0.69,44.44,
Europe,FIN,Finland,2020,6,0,2020-06-15,7108.0,4.0,326.0,0.0,1282.866,0.722,58.837,0.0,0.69,35.19,
Europe,FIN,Finland,2020,6,1,2020-06-16,7112.0,4.0,326.0,0.0,1283.588,0.722,58.837,0.0,0.69,35.19,
Europe,FIN,Finland,2020,6,2,2020-06-17,7117.0,5.0,326.0,0.0,1284.491,0.902,58.837,0.0,0.7,35.19,
Europe,FIN,Finland,2020,6,3,2020-06-18,7119.0,2.0,326.0,0.0,1284.852,0.361,58.837,0.0,0.71,35.19,
Europe,FIN,Finland,2020,6,4,2020-06-19,7133.0,14.0,326.0,0.0,1287.378,2.527,58.837,0.0,0.72,35.19,
Europe,FIN,Finland,2020,6,5,2020-06-20,7142.0,9.0,326.0,0.0,1289.003,1.624,58.837,0.0,0.73,35.19,
Europe,FIN,Finland,2020,6,6,2020-06-21,7143.0,1.0,326.0,0.0,1289.183,0.18,58.837,0.0,0.74,35.19,
Europe,FIN,Finland,2020,6,0,2020-06-22,7144.0,1.0,327.0,1.0,1289.364,0.18,59.018,0.18,0.76,35.19,
Europe,FIN,Finland,2020,6,1,2020-06-23,7155.0,11.0,327.0,0.0,1291.349,1.985,59.018,0.0,0.78,35.19,
Europe,FIN,Finland,2020,6,2,2020-06-24,7167.0,12.0,327.0,0.0,1293.515,2.166,59.018,0.0,0.8,35.19,
Europe,FIN,Finland,2020,6,3,2020-06-25,7172.0,5.0,327.0,0.0,1294.417,0.902,59.018,0.0,0.82,35.19,
Europe,FIN,Finland,2020,6,4,2020-06-26,7191.0,19.0,328.0,1.0,1297.846,3.429,59.198,0.18,0.83,35.19,
Europe,FIN,Finland,2020,6,5,2020-06-27,7198.0,7.0,328.0,0.0,1299.11,1.263,59.198,0.0,0.84,35.19,
Europe,FIN,Finland,2020,6,6,2020-06-28,7198.0,0.0,328.0,0.0,1299.11,0.0,59.198,0.0,0.85,35.19,
Europe,FIN,Finland,2020,6,0,2020-06-29,7209.0,11.0,328.0,0.0,1301.095,1.985,59.198,0.0,0.86,35.19,
Europe,FIN,Finland,2020,6,1,2020-06-30,7214.0,5.0,328.0,0.0,1301.997,0.902,59.198,0.0,0.87,35.19,
Europe,FIN,Finland,2020,7,2,2020-07-01,7236.0,22.0,328.0,0.0,1305.968,3.971,59.198,0.0,0.89,35.19,
Europe,FIN,Finland,2020,7,3,2020-07-02,7241.0,5.0,328.0,0.0,1306.87,0.902,59.198,0.0,0.88,35.19,
Europe,FIN,Finland,2020,7,4,2020-07-03,7242.0,1.0,329.0,1.0,1307.051,0.18,59.379,0.18,0.89,35.19,
Europe,FIN,Finland,2020,7,5,2020-07-04,7248.0,6.0,329.0,0.0,1308.134,1.083,59.379,0.0,0.89,35.19,
Europe,FIN,Finland,2020,7,6,2020-07-05,7253.0,5.0,329.0,0.0,1309.036,0.902,59.379,0.0,0.9,35.19,
Europe,FIN,Finland,2020,7,0,2020-07-06,7257.0,4.0,329.0,0.0,1309.758,0.722,59.379,0.0,0.92,35.19,
Europe,FIN,Finland,2020,7,1,2020-07-07,7262.0,5.0,329.0,0.0,1310.66,0.902,59.379,0.0,0.94,35.19,
Europe,FIN,Finland,2020,7,2,2020-07-08,7265.0,3.0,329.0,0.0,1311.202,0.541,59.379,0.0,0.95,35.19,
Europe,FIN,Finland,2020,7,3,2020-07-09,7273.0,8.0,329.0,0.0,1312.646,1.444,59.379,0.0,0.98,40.74,
Europe,FIN,Finland,2020,7,4,2020-07-10,7279.0,6.0,329.0,0.0,1313.729,1.083,59.379,0.0,1.0,40.74,
Europe,FIN,Finland,2020,7,5,2020-07-11,7291.0,12.0,329.0,0.0,1315.894,2.166,59.379,0.0,1.02,40.74,
Europe,FIN,Finland,2020,7,6,2020-07-12,7294.0,3.0,329.0,0.0,1316.436,0.541,59.379,0.0,1.03,40.74,
Europe,FIN,Finland,2020,7,0,2020-07-13,7295.0,1.0,329.0,0.0,1316.616,0.18,59.379,0.0,1.05,40.74,
Europe,FIN,Finland,2020,7,1,2020-07-14,7301.0,6.0,329.0,0.0,1317.699,1.083,59.379,0.0,1.08,40.74,
Europe,FIN,Finland,2020,7,2,2020-07-15,7296.0,-5.0,328.0,-1.0,1316.797,-0.902,59.198,-0.18,1.11,40.74,
Europe,FIN,Finland,2020,7,3,2020-07-16,7293.0,-3.0,328.0,0.0,1316.255,-0.541,59.198,0.0,1.14,40.74,
Europe,FIN,Finland,2020,7,4,2020-07-17,7301.0,8.0,328.0,0.0,1317.699,1.444,59.198,0.0,1.17,35.19,
Europe,FIN,Finland,2020,7,5,2020-07-18,7318.0,17.0,328.0,0.0,1320.767,3.068,59.198,0.0,1.2,35.19,
Europe,FIN,Finland,2020,7,6,2020-07-19,7335.0,17.0,328.0,0.0,1323.836,3.068,59.198,0.0,1.2,35.19,
Europe,FIN,Finland,2020,7,0,2020-07-20,7340.0,5.0,328.0,0.0,1324.738,0.902,59.198,0.0,1.19,35.19,
Europe,FIN,Finland,2020,7,1,2020-07-21,7351.0,11.0,328.0,0.0,1326.723,1.985,59.198,0.0,1.19,35.19,
Europe,FIN,Finland,2020,7,2,2020-07-22,7362.0,11.0,328.0,0.0,1328.709,1.985,59.198,0.0,1.19,35.19,
Europe,FIN,Finland,2020,7,3,2020-07-23,7372.0,10.0,328.0,0.0,1330.513,1.805,59.198,0.0,1.18,35.19,
Europe,FIN,Finland,2020,7,4,2020-07-24,7380.0,8.0,329.0,1.0,1331.957,1.444,59.379,0.18,1.18,35.19,
Europe,FIN,Finland,2020,7,5,2020-07-25,7388.0,8.0,329.0,0.0,1333.401,1.444,59.379,0.0,1.18,35.19,
Europe,FIN,Finland,2020,7,6,2020-07-26,7393.0,5.0,329.0,0.0,1334.304,0.902,59.379,0.0,1.18,35.19,
Europe,FIN,Finland,2020,7,0,2020-07-27,7398.0,5.0,329.0,0.0,1335.206,0.902,59.379,0.0,1.18,35.19,
Europe,FIN,Finland,2020,7,1,2020-07-28,7404.0,6.0,329.0,0.0,1336.289,1.083,59.379,0.0,1.19,35.19,
Europe,FIN,Finland,2020,7,2,2020-07-29,7414.0,10.0,329.0,0.0,1338.094,1.805,59.379,0.0,1.21,35.19,
Europe,FIN,Finland,2020,7,3,2020-07-30,7423.0,9.0,329.0,0.0,1339.718,1.624,59.379,0.0,1.22,35.19,
Europe,FIN,Finland,2020,7,4,2020-07-31,7432.0,9.0,329.0,0.0,1341.342,1.624,59.379,0.0,1.24,35.19,
Europe,FIN,Finland,2020,8,5,2020-08-01,7443.0,11.0,329.0,0.0,1343.328,1.985,59.379,0.0,1.25,35.19,
Europe,FIN,Finland,2020,8,6,2020-08-02,7453.0,10.0,329.0,0.0,1345.133,1.805,59.379,0.0,1.27,35.19,
Europe,FIN,Finland,2020,8,0,2020-08-03,7466.0,13.0,329.0,0.0,1347.479,2.346,59.379,0.0,1.28,35.19,
Europe,FIN,Finland,2020,8,1,2020-08-04,7483.0,17.0,331.0,2.0,1350.547,3.068,59.74,0.361,1.3,35.19,
Europe,FIN,Finland,2020,8,2,2020-08-05,7512.0,29.0,331.0,0.0,1355.781,5.234,59.74,0.0,1.31,35.19,
Europe,FIN,Finland,2020,8,3,2020-08-06,7532.0,20.0,331.0,0.0,1359.391,3.61,59.74,0.0,1.3,35.19,
Europe,FIN,Finland,2020,8,4,2020-08-07,7554.0,22.0,331.0,0.0,1363.361,3.971,59.74,0.0,1.29,35.19,
Europe,FIN,Finland,2020,8,5,2020-08-08,7568.0,14.0,331.0,0.0,1365.888,2.527,59.74,0.0,1.28,35.19,
Europe,FIN,Finland,2020,8,6,2020-08-09,7584.0,16.0,331.0,0.0,1368.776,2.888,59.74,0.0,1.28,35.19,
Europe,FIN,Finland,2020,8,0,2020-08-10,7601.0,17.0,333.0,2.0,1371.844,3.068,60.101,0.361,1.27,35.19,
Europe,FIN,Finland,2020,8,1,2020-08-11,7623.0,22.0,333.0,0.0,1375.814,3.971,60.101,0.0,1.27,35.19,
Europe,FIN,Finland,2020,8,2,2020-08-12,7642.0,19.0,333.0,0.0,1379.244,3.429,60.101,0.0,1.27,35.19,
Europe,FIN,Finland,2020,8,3,2020-08-13,7683.0,41.0,333.0,0.0,1386.643,7.4,60.101,0.0,1.27,35.19,
Europe,FIN,Finland,2020,8,4,2020-08-14,7700.0,17.0,333.0,0.0,1389.712,3.068,60.101,0.0,1.25,32.41,
Europe,FIN,Finland,2020,8,5,2020-08-15,7720.0,20.0,333.0,0.0,1393.321,3.61,60.101,0.0,1.24,32.41,
Europe,FIN,Finland,2020,8,6,2020-08-16,7731.0,11.0,333.0,0.0,1395.307,1.985,60.101,0.0,1.23,32.41,
Europe,FIN,Finland,2020,8,0,2020-08-17,7752.0,21.0,334.0,1.0,1399.097,3.79,60.281,0.18,1.23,32.41,
Europe,FIN,Finland,2020,8,1,2020-08-18,7776.0,24.0,334.0,0.0,1403.428,4.332,60.281,0.0,1.23,32.41,
Europe,FIN,Finland,2020,8,2,2020-08-19,7805.0,29.0,334.0,0.0,1408.662,5.234,60.281,0.0,1.23,32.41,
Europe,FIN,Finland,2020,8,3,2020-08-20,7842.0,37.0,334.0,0.0,1415.34,6.678,60.281,0.0,1.23,32.41,
Europe,FIN,Finland,2020,8,4,2020-08-21,7871.0,29.0,334.0,0.0,1420.574,5.234,60.281,0.0,1.22,32.41,
Europe,FIN,Finland,2020,8,5,2020-08-22,7906.0,35.0,334.0,0.0,1426.891,6.317,60.281,0.0,1.21,32.41,
Europe,FIN,Finland,2020,8,6,2020-08-23,7920.0,14.0,334.0,0.0,1429.418,2.527,60.281,0.0,1.2,32.41,
Europe,FIN,Finland,2020,8,0,2020-08-24,7938.0,18.0,335.0,1.0,1432.666,3.249,60.461,0.18,1.2,32.41,
Europe,FIN,Finland,2020,8,1,2020-08-25,7981.0,43.0,335.0,0.0,1440.427,7.761,60.461,0.0,1.2,32.41,
Europe,FIN,Finland,2020,8,2,2020-08-26,8002.0,21.0,335.0,0.0,1444.217,3.79,60.461,0.0,1.19,32.41,
Europe,FIN,Finland,2020,8,3,2020-08-27,8019.0,17.0,335.0,0.0,1447.285,3.068,60.461,0.0,1.19,32.41,
Europe,FIN,Finland,2020,8,4,2020-08-28,8042.0,23.0,335.0,0.0,1451.436,4.151,60.461,0.0,1.19,32.41,
